1112771|7|6028|155190|253|19940214|4-NOT SPECI|0|28|3486532|21030636|8|3207609|74711|1|19940425|RAIL
1162980|3|13931|155190|933|19960826|4-NOT SPECI|0|36|4482684|6339320|2|4393030|74711|0|19961030|MAIL
1168068|2|12349|155190|1252|19920816|5-LOW|0|11|1369709|15918555|2|1342314|74711|7|19921005|SHIP
1218757|3|22027|24027|759|19960224|2-HIGH|0|48|4564896|9232442|4|4382300|57061|3|19960421|AIR
1265665|5|5554|63700|1952|19960319|4-NOT SPECI|0|30|4991100|18538727|6|4691634|99822|8|19960505|AIR
1287365|7|2563|155190|536|19940821|2-HIGH|0|47|5852393|24832554|3|5676821|74711|6|19941109|TRUCK
1288321|2|6472|67310|256|19931001|4-NOT SPECI|0|10|1277310|11704347|7|1187898|76638|0|19931214|MAIL
1299936|2|13271|2132|826|19920514|3-MEDIUM|0|44|4550172|11836428|0|4550172|62047|6|19920622|AIR
1344934|1|6214|67310|133|19930329|5-LOW|0|9|1149579|1180846|4|1103595|76638|7|19930520|RAIL
1422374|7|26747|67310|619|19940501|4-NOT SPECI|0|3|383193|23267154|3|371697|76638|8|19940711|REG AIR
1522144|3|10699|63700|1153|19920405|1-URGENT|0|24|3992880|14751574|9|3633520|99822|0|19920624|RAIL
1527746|2|17182|2132|931|19921102|2-HIGH|0|46|4756998|26043723|10|4281298|62047|2|19921213|REG AIR
1530115|5|27262|155190|1740|19960602|4-NOT SPECI|0|26|3237494|19637705|1|3205119|74711|5|19960726|MAIL
1544098|5|10661|155190|385|19930924|5-LOW|0|9|1120671|20542979|5|1064637|74711|6|19931116|AIR
1554528|2|7538|24027|1658|19921005|1-URGENT|0|45|4279590|26396779|9|3894426|57061|7|19921118|FOB
1565507|3|2429|2132|1104|19940426|4-NOT SPECI|0|47|4860411|31823334|7|4520182|62047|1|19940708|REG AIR
1626917|4|9434|2132|224|19950609|2-HIGH|0|13|1344369|16797719|6|1263706|62047|4|19950711|AIR
1666213|2|18119|67310|933|19950925|1-URGENT|0|24|3065544|5761128|6|2881611|76638|4|19951105|REG AIR
1669378|3|13201|24027|1570|19950801|3-MEDIUM|0|41|3899182|15658130|2|3821198|57061|1|19950904|FOB
1670532|4|24848|24027|1350|19970216|5-LOW|0|6|570612|9273655|9|519256|57061|8|19970330|SHIP
1672582|3|27982|63700|421|19970120|1-URGENT|0|13|2162810|13979028|1|2141181|99822|2|19970314|FOB
1729955|1|27368|24027|444|19960328|3-MEDIUM|0|1|95102|7721415|10|85591|57061|7|19960511|SHIP
1743875|3|8164|24027|1306|19920211|1-URGENT|0|12|1141224|20929896|0|1141224|57061|6|19920329|TRUCK
1751104|6|4529|2132|896|19970706|4-NOT SPECI|0|33|3412629|23456707|6|3207871|62047|3|19970913|TRUCK
1772097|3|4645|63700|1801|19920303|5-LOW|0|50|8318500|13899265|7|7736205|99822|5|19920417|SHIP
1847558|3|23194|155190|1740|19980529|2-HIGH|0|39|4856241|12058932|3|4710553|74711|5|19980813|MAIL
1863556|1|6787|67310|270|19920218|4-NOT SPECI|0|9|1149579|15609219|8|1057612|76638|7|19920402|TRUCK
1886177|2|23135|155190|613|19920112|1-URGENT|0|24|2988456|28397774|3|2898802|74711|3|19920221|TRUCK
1926913|2|15271|155190|1090|19960125|5-LOW|0|45|5603355|6397328|2|5491287|74711|5|19960330|RAIL
2079586|1|25195|24027|1982|19970605|5-LOW|0|26|2472652|19399547|4|2373745|57061|0|19970822|REG AIR
2089346|4|4979|155190|1706|19960508|4-NOT SPECI|0|47|5852393|19880246|3|5676821|74711|5|19960705|MAIL
2093922|2|18218|2132|469|19951127|2-HIGH|0|9|930717|4245813|3|902795|62047|4|19960120|REG AIR
2107648|1|25360|63700|1916|19920302|1-URGENT|0|46|7653020|29379019|1|7576489|99822|4|19920531|MAIL
2153025|1|26524|24027|277|19950512|4-NOT SPECI|0|20|1902040|17538890|4|1825958|57061|4|19950628|RAIL
2229187|1|25580|155190|1267|19920606|3-MEDIUM|0|40|4980760|16055924|8|4582299|74711|0|19920805|AIR
2244545|1|160|67310|1016|19960426|4-NOT SPECI|0|50|6386550|6828498|1|6322684|76638|8|19960716|AIR
2271425|1|20594|24027|1673|19970401|5-LOW|0|37|3518774|16685813|5|3342835|57061|1|19970616|AIR
2277633|1|1156|2132|1445|19960421|2-HIGH|0|35|3619455|3644790|5|3438482|62047|6|19960623|REG AIR
2410274|4|27794|2132|948|19920606|5-LOW|0|35|3619455|18934981|9|3293704|62047|2|19920715|TRUCK
2442724|2|8617|24027|448|19950103|4-NOT SPECI|0|20|1902040|4668964|7|1768897|57061|2|19950226|REG AIR
2449347|6|29449|67310|1880|19920428|5-LOW|0|29|3704199|21717226|4|3556031|76638|2|19920706|TRUCK
2478178|4|16144|63700|449|19931207|3-MEDIUM|0|22|3660140|18308414|2|3586937|99822|7|19940219|RAIL
2578916|4|15746|24027|143|19921018|3-MEDIUM|0|37|3518774|23157103|3|3413210|57061|7|19921126|REG AIR
2617761|4|25072|63700|478|19920420|3-MEDIUM|0|15|2495550|31237314|6|2345817|99822|0|19920702|RAIL
2622689|3|11789|2132|1374|19950206|2-HIGH|0|25|2585325|17539035|10|2326792|62047|4|19950326|FOB
2628230|4|1457|67310|1494|19941210|4-NOT SPECI|0|34|4342854|18868627|6|4082282|76638|3|19950211|REG AIR
2646212|2|3352|155190|1732|19960927|3-MEDIUM|0|34|4233646|30527205|0|4233646|74711|3|19961101|REG AIR
2678082|1|2026|155190|1561|19930703|2-HIGH|0|25|3112975|3197647|4|2988456|74711|7|19930909|MAIL
2745604|1|18859|2132|1552|19940526|5-LOW|0|1|103413|6271745|5|98242|62047|2|19940718|TRUCK
2817703|5|17311|155190|1431|19950706|1-URGENT|0|24|2988456|30586257|1|2958571|74711|5|19950805|TRUCK
2849895|2|22285|24027|24|19960709|2-HIGH|0|6|570612|13459396|3|553493|57061|2|19961002|SHIP
2931493|5|16964|67310|1954|19920610|1-URGENT|0|16|2043696|18098515|6|1921074|76638|5|19920908|RAIL
2946689|1|10135|63700|1522|19940709|1-URGENT|0|25|4159250|7006773|6|3909695|99822|4|19941007|REG AIR
2967909|4|647|2132|827|19941207|4-NOT SPECI|0|7|723891|30263780|1|716652|62047|7|19950205|AIR
3052327|2|19387|24027|820|19951203|5-LOW|0|15|1426530|4525691|3|1383734|57061|3|19960301|MAIL
3084225|1|25861|2132|837|19940704|3-MEDIUM|0|38|3929694|7076547|0|3929694|62047|2|19940922|SHIP
3103492|1|18889|155190|457|19980513|1-URGENT|0|49|6101431|25338793|4|5857373|74711|4|19980628|SHIP
3120902|4|23381|155190|1424|19951204|4-NOT SPECI|0|4|498076|10966127|0|498076|74711|0|19960130|REG AIR
3159942|3|22249|67310|587|19930218|4-NOT SPECI|0|17|2171427|10533099|6|2041141|76638|2|19930403|REG AIR
3166087|4|11420|155190|953|19921130|4-NOT SPECI|0|36|4482684|28270560|10|4034415|74711|8|19930117|RAIL
3194212|6|8168|2132|1502|19970507|4-NOT SPECI|0|12|1240956|26884065|7|1154089|62047|4|19970713|SHIP
3220802|7|24695|24027|196|19950617|5-LOW|0|32|3043264|38637439|8|2799802|57061|0|19950830|MAIL
3334726|3|6814|2132|810|19980104|1-URGENT|0|30|3102390|15262269|3|3009318|62047|7|19980329|FOB
3364385|2|4544|24027|1933|19920830|1-URGENT|0|50|4755100|30569456|8|4374692|57061|3|19921022|MAIL
3371971|2|121|63700|520|19931229|2-HIGH|0|7|1164590|7548626|0|1164590|99822|1|19940210|RAIL
3396933|5|2896|67310|967|19970904|4-NOT SPECI|0|24|3065544|15294160|4|2942922|76638|1|19971030|MAIL
3410880|2|18484|63700|1020|19950616|2-HIGH|0|47|7819390|18848656|4|7506614|99822|7|19950719|TRUCK
3467170|3|10102|24027|862|19960415|2-HIGH|0|40|3804080|21041246|5|3613876|57061|0|19960525|RAIL
3498406|1|13216|155190|363|19930524|1-URGENT|0|4|498076|24434503|6|468191|74711|4|19930708|SHIP
3502596|1|16700|2132|67|19960502|3-MEDIUM|0|17|1758021|9399041|7|1634959|62047|8|19960624|MAIL
3519172|4|7597|63700|83|19950720|4-NOT SPECI|0|19|3161030|28625190|8|2908147|99822|0|19950819|MAIL
3542087|3|27181|155190|1288|19961012|5-LOW|0|24|2988456|10899757|7|2779264|74711|6|19970103|TRUCK
3594949|6|8323|155190|722|19940426|5-LOW|0|44|5478836|29987950|5|5204894|74711|1|19940619|TRUCK
3629825|1|24413|63700|797|19960410|2-HIGH|0|31|5157470|12412555|2|5054320|99822|0|19960517|FOB
3662242|4|27070|67310|453|19960203|2-HIGH|0|9|1149579|13062718|7|1069108|76638|5|19960326|TRUCK
3690407|3|15548|155190|1914|19931220|5-LOW|0|37|4607203|21604472|2|4515058|74711|2|19940204|RAIL
3701920|1|7786|155190|1227|19970616|3-MEDIUM|0|49|6101431|5613316|8|5613316|74711|0|19970809|MAIL
3713284|7|14773|155190|1982|19970325|4-NOT SPECI|0|24|2988456|33869445|3|2898802|74711|6|19970516|RAIL
3727139|2|13141|155190|1749|19950811|1-URGENT|0|44|5478836|27153373|10|4930952|74711|0|19951002|AIR
3819329|5|9964|2132|757|19920201|4-NOT SPECI|0|31|3205803|24111268|8|2949338|62047|1|19920324|REG AIR
3867719|3|29849|24027|1319|19950104|5-LOW|0|32|3043264|15181248|2|2982398|57061|2|19950209|SHIP
3907235|4|18523|63700|701|19950416|2-HIGH|0|10|1663700|25223529|2|1630426|99822|0|19950609|MAIL
3915878|2|781|155190|1463|19960614|5-LOW|0|10|1245190|19448947|10|1120671|74711|3|19960810|TRUCK
3920032|6|8894|63700|1966|19951123|3-MEDIUM|0|26|4325620|20185783|0|4325620|99822|4|19960210|FOB
3990210|2|12760|63700|1033|19920325|1-URGENT|0|5|831850|6188656|5|790257|99822|3|19920525|FOB
4030880|3|18523|155190|738|19970624|5-LOW|0|9|1120671|20944120|6|1053430|74711|2|19970831|FOB
4090977|1|28603|2132|672|19980617|4-NOT SPECI|0|41|4239933|26809845|7|3943137|62047|5|19980913|TRUCK
4210566|2|9268|67310|643|19980721|1-URGENT|0|46|5875626|11330675|5|5581844|76638|2|19981011|MAIL
4238464|1|19331|67310|724|19970523|1-URGENT|0|8|1021848|15443608|0|1021848|76638|5|19970804|AIR
4285765|5|15977|67310|95|19931102|1-URGENT|0|40|5109240|16850085|9|4649408|76638|5|19940130|FOB
4296576|2|15689|67310|1955|19960719|3-MEDIUM|0|42|5364702|6751616|8|4935525|76638|6|19960929|MAIL
4339844|5|8938|63700|1138|19930716|1-URGENT|0|15|2495550|24314560|3|2420683|99822|3|19931012|MAIL
4376035|3|18281|67310|260|19970517|3-MEDIUM|0|37|4726047|20459992|3|4584265|76638|1|19970805|AIR
4426693|7|18350|67310|935|19920611|1-URGENT|0|29|3704199|27665240|7|3444905|76638|7|19920815|FOB
4451556|2|8626|2132|83|19920621|2-HIGH|0|18|1861434|16298163|2|1824205|62047|7|19920808|SHIP
4489382|2|26678|67310|251|19930121|5-LOW|0|31|3959661|22020738|6|3722081|76638|7|19930305|MAIL
4507557|2|22199|155190|662|19930227|5-LOW|0|16|1992304|8536079|9|1812996|74711|3|19930524|RAIL
4602306|6|4532|155190|1684|19960213|2-HIGH|0|1|124519|17570447|4|119538|74711|8|19960427|REG AIR
4602982|2|835|63700|634|19961219|4-NOT SPECI|0|36|5989320|29925404|2|5869533|99822|5|19970227|FOB
4656646|4|3836|2132|666|19970709|5-LOW|0|21|2171673|15686963|5|2063089|62047|0|19970901|REG AIR
4682052|2|3109|2132|1016|19941028|2-HIGH|0|2|206826|15625685|10|186143|62047|0|19950123|SHIP
4719008|3|10966|2132|1388|19920628|4-NOT SPECI|0|34|3516042|8314211|5|3340239|62047|0|19920807|TRUCK
4788869|1|17899|155190|76|19960510|1-URGENT|0|16|1992304|14217452|3|1932534|74711|3|19960702|REG AIR
4824642|3|19648|155190|1303|19920724|5-LOW|0|38|4731722|10176680|4|4542453|74711|5|19920901|FOB
4890081|5|15223|67310|665|19920106|1-URGENT|0|18|2299158|19476752|7|2138216|76638|8|19920223|AIR
4996257|2|25579|155190|1625|19960120|3-MEDIUM|0|22|2739418|15015463|8|2520264|74711|1|19960305|SHIP
5061859|3|10531|63700|781|19951010|1-URGENT|0|46|7653020|19938813|5|7270369|99822|3|19951212|SHIP
5118500|4|3623|155190|839|19980203|5-LOW|0|20|2490380|25464129|3|2415668|74711|3|19980320|REG AIR
5133222|4|28381|24027|1496|19960207|2-HIGH|0|20|1902040|9989078|9|1730856|57061|0|19960313|RAIL
5208679|6|25574|2132|1066|19920406|3-MEDIUM|0|4|413652|20555042|9|376423|62047|7|19920509|MAIL
5243555|3|26260|155190|1859|19960920|2-HIGH|0|45|5603355|19115382|6|5267153|74711|2|19961104|MAIL
5258402|2|26278|155190|1804|19980628|1-URGENT|0|11|1369709|13834959|9|1246435|74711|0|19980905|MAIL
5284261|2|2923|2132|1408|19950814|3-MEDIUM|0|21|2171673|37214877|1|2149956|62047|8|19951016|REG AIR
5292645|1|4666|155190|600|19920805|3-MEDIUM|0|36|4482684|29600283|8|4124069|74711|3|19920907|FOB
5366341|1|10684|24027|359|19920406|4-NOT SPECI|0|3|285306|24789129|10|256775|57061|5|19920628|SHIP
5504230|1|14390|24027|1859|19980203|1-URGENT|0|42|3994284|22047098|5|3794569|57061|2|19980419|AIR
5508485|1|1283|2132|1001|19931211|4-NOT SPECI|0|34|3516042|14046605|5|3340239|62047|7|19940220|RAIL
5514887|1|19966|155190|562|19930511|2-HIGH|0|13|1618747|2197083|0|1618747|74711|7|19930723|SHIP
5527431|2|10441|63700|1858|19920202|4-NOT SPECI|0|2|332740|20607036|7|309448|99822|2|19920409|TRUCK
5530880|5|1994|2132|913|19980514|4-NOT SPECI|0|10|1034130|14873867|9|941058|62047|4|19980626|FOB
5621920|2|1774|155190|1711|19960315|3-MEDIUM|0|29|3611051|20002427|1|3574940|74711|0|19960612|FOB
5627395|5|5980|67310|372|19950328|1-URGENT|0|10|1277310|17279644|3|1238990|76638|2|19950619|SHIP
5642918|1|12250|63700|1872|19960219|1-URGENT|0|44|7320280|7455704|3|7100671|99822|5|19960328|FOB
5643687|1|1289|155190|688|19940131|5-LOW|0|7|871633|843042|7|810618|74711|4|19940402|REG AIR
5649094|5|16792|67310|1725|19930111|2-HIGH|0|9|1149579|22275434|7|1069108|76638|6|19930218|MAIL
5695393|1|10000|67310|1052|19940628|4-NOT SPECI|0|34|4342854|18912123|6|4082282|76638|3|19940805|FOB
5755173|2|26611|2132|1637|19950928|4-NOT SPECI|0|28|2895564|17508549|10|2606007|62047|7|19951120|SHIP
5796929|3|3581|67310|1309|19921116|2-HIGH|0|8|1021848|8851871|5|970755|76638|5|19930101|TRUCK
5816133|1|16963|2132|100|19930312|5-LOW|0|41|4239933|17864014|3|4112735|62047|5|19930606|REG AIR
5817476|5|17707|2132|555|19940730|3-MEDIUM|0|32|3309216|28453225|6|3110663|62047|6|19940926|RAIL
5846499|5|4462|24027|28|19920913|1-URGENT|0|21|1997142|19920724|8|1837370|57061|3|19921019|FOB
5853730|4|3868|155190|771|19951014|1-URGENT|0|33|4109127|24299248|3|3985853|74711|8|19951123|AIR
5860004|5|24538|2132|1605|19960803|2-HIGH|0|29|2998977|19074841|0|2998977|62047|1|19961008|FOB
